"Notes"	"States"	"States Code"	"Age Groups"	"Age Groups Code"	"Cancer Sites"	"Cancer Sites Code"	"Race"	"Race Code"	Count	Population	Crude Rate
	"Alaska"	"02"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	39	7268	536.6
	"Alaska"	"02"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	24	5037	476.5
	"Arizona"	"04"	"40-44 years"	"40-44"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	31	328473	9.4
	"Arizona"	"04"	"45-49 years"	"45-49"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	75	291223	25.8
	"Arizona"	"04"	"50-54 years"	"50-54"	"Larynx"	"22020"	"White"	"2106-3"	17	258333	6.6
	"Arizona"	"04"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	119	258333	46.1
	"Arizona"	"04"	"55-59 years"	"55-59"	"Larynx"	"22020"	"White"	"2106-3"	22	211945	10.4
	"Arizona"	"04"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	214	211945	101.0
	"Arizona"	"04"	"60-64 years "	"60-64"	"Larynx"	"22020"	"White"	"2106-3"	23	184316	12.5
	"Arizona"	"04"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	364	184316	197.5
	"Arizona"	"04"	"65-69 years"	"65-69"	"Larynx"	"22020"	"White"	"2106-3"	31	176773	17.5
	"Arizona"	"04"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	481	176773	272.1
	"Arizona"	"04"	"70-74 years"	"70-74"	"Larynx"	"22020"	"White"	"2106-3"	28	166402	16.8
	"Arizona"	"04"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	581	166402	349.2
	"Arizona"	"04"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	543	136424	398.0
	"Arizona"	"04"	"80-84 years"	"80-84"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	330	86189	382.9
	"Arizona"	"04"	"85+ years"	"85+"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	168	63394	265.0
	"California"	"06"	"30-34 years"	"30-34"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	19	2127308	0.9
	"California"	"06"	"35-39 years"	"35-39"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	60	2221783	2.7
	"California"	"06"	"40-44 years"	"40-44"	"Larynx"	"22020"	"White"	"2106-3"	19	2066071	0.9
	"California"	"06"	"40-44 years"	"40-44"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	29	334848	8.7
	"California"	"06"	"40-44 years"	"40-44"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	47	196327	23.9
	"California"	"06"	"40-44 years"	"40-44"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	174	2066071	8.4
	"California"	"06"	"45-49 years"	"45-49"	"Larynx"	"22020"	"White"	"2106-3"	36	1786207	2.0
	"California"	"06"	"45-49 years"	"45-49"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	48	296789	16.2
	"California"	"06"	"45-49 years"	"45-49"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	68	157438	43.2
	"California"	"06"	"45-49 years"	"45-49"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	362	1786207	20.3
	"California"	"06"	"50-54 years"	"50-54"	"Larynx"	"22020"	"White"	"2106-3"	85	1537806	5.5
	"California"	"06"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	68	236685	28.7
	"California"	"06"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	117	123224	94.9
	"California"	"06"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	733	1537806	47.7
	"California"	"06"	"55-59 years"	"55-59"	"Larynx"	"22020"	"White"	"2106-3"	106	1142608	9.3
	"California"	"06"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	83	165140	50.3
	"California"	"06"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	149	92591	160.9
	"California"	"06"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	1239	1142608	108.4
	"California"	"06"	"60-64 years "	"60-64"	"Larynx"	"22020"	"Black or African American"	"2054-5"	28	76654	36.5
	"California"	"06"	"60-64 years "	"60-64"	"Larynx"	"22020"	"White"	"2106-3"	111	901237	12.3
	"California"	"06"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	114	138147	82.5
	"California"	"06"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	198	76654	258.3
	"California"	"06"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	1669	901237	185.2
	"California"	"06"	"65-69 years"	"65-69"	"Nose, Nasal Cavity and Middle Ear"	"22010"	"White"	"2106-3"	21	796165	2.6
	"California"	"06"	"65-69 years"	"65-69"	"Larynx"	"22020"	"Black or African American"	"2054-5"	22	61111	36.0
	"California"	"06"	"65-69 years"	"65-69"	"Larynx"	"22020"	"White"	"2106-3"	138	796165	17.3
	"California"	"06"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	170	120287	141.3
	"California"	"06"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	193	61111	315.8
	"California"	"06"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	2264	796165	284.4
	"California"	"06"	"70-74 years"	"70-74"	"Nose, Nasal Cavity and Middle Ear"	"22010"	"White"	"2106-3"	20	748884	2.7
	"California"	"06"	"70-74 years"	"70-74"	"Larynx"	"22020"	"White"	"2106-3"	107	748884	14.3
	"California"	"06"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	254	100249	253.4
	"California"	"06"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	195	47112	413.9
	"California"	"06"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	2817	748884	376.2
	"California"	"06"	"75-79 years"	"75-79"	"Nose, Nasal Cavity and Middle Ear"	"22010"	"White"	"2106-3"	16	652759	2.5
	"California"	"06"	"75-79 years"	"75-79"	"Larynx"	"22020"	"White"	"2106-3"	101	652759	15.5
	"California"	"06"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	184	72614	253.4
	"California"	"06"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	178	37064	480.3
	"California"	"06"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	2761	652759	423.0
	"California"	"06"	"80-84 years"	"80-84"	"Nose, Nasal Cavity and Middle Ear"	"22010"	"White"	"2106-3"	16	427654	3.7
	"California"	"06"	"80-84 years"	"80-84"	"Larynx"	"22020"	"White"	"2106-3"	67	427654	15.7
	"California"	"06"	"80-84 years"	"80-84"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	121	40322	300.1
	"California"	"06"	"80-84 years"	"80-84"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	95	22660	419.2
	"California"	"06"	"80-84 years"	"80-84"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	1718	427654	401.7
	"California"	"06"	"85+ years"	"85+"	"Larynx"	"22020"	"White"	"2106-3"	36	364363	9.9
	"California"	"06"	"85+ years"	"85+"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	91	27969	325.4
	"California"	"06"	"85+ years"	"85+"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	56	19111	293.0
	"California"	"06"	"85+ years"	"85+"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	1095	364363	300.5
	"Colorado"	"08"	"40-44 years"	"40-44"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	19	339335	5.6
	"Colorado"	"08"	"45-49 years"	"45-49"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	47	305346	15.4
	"Colorado"	"08"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	86	250152	34.4
	"Colorado"	"08"	"55-59 years"	"55-59"	"Larynx"	"22020"	"White"	"2106-3"	18	175974	10.2
	"Colorado"	"08"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	136	175974	77.3
	"Colorado"	"08"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	215	133720	160.8
	"Colorado"	"08"	"65-69 years"	"65-69"	"Larynx"	"22020"	"White"	"2106-3"	20	113180	17.7
	"Colorado"	"08"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	269	113180	237.7
	"Colorado"	"08"	"70-74 years"	"70-74"	"Larynx"	"22020"	"White"	"2106-3"	23	99454	23.1
	"Colorado"	"08"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	332	99454	333.8
	"Colorado"	"08"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	270	81109	332.9
	"Colorado"	"08"	"80-84 years"	"80-84"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	178	52855	336.8
	"Colorado"	"08"	"85+ years"	"85+"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	122	45994	265.3
	"Connecticut"	"09"	"40-44 years"	"40-44"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	31	253618	12.2
	"Connecticut"	"09"	"45-49 years"	"45-49"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	60	220962	27.2
	"Connecticut"	"09"	"50-54 years"	"50-54"	"Larynx"	"22020"	"White"	"2106-3"	18	200504	9.0
	"Connecticut"	"09"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	17	16924	100.4
	"Connecticut"	"09"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	128	200504	63.8
	"Connecticut"	"09"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	19	12735	149.2
	"Connecticut"	"09"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	207	155251	133.3
	"Connecticut"	"09"	"60-64 years "	"60-64"	"Larynx"	"22020"	"White"	"2106-3"	19	118246	16.1
	"Connecticut"	"09"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	26	10135	256.5
	"Connecticut"	"09"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	260	118246	219.9
	"Connecticut"	"09"	"65-69 years"	"65-69"	"Larynx"	"22020"	"White"	"2106-3"	26	108937	23.9
	"Connecticut"	"09"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	29	7698	376.7
	"Connecticut"	"09"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	342	108937	313.9
	"Connecticut"	"09"	"70-74 years"	"70-74"	"Larynx"	"22020"	"White"	"2106-3"	31	107736	28.8
	"Connecticut"	"09"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	18	6017	299.2
	"Connecticut"	"09"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	423	107736	392.6
	"Connecticut"	"09"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	18	4379	411.1
	"Connecticut"	"09"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	379	95611	396.4
	"Connecticut"	"09"	"80-84 years"	"80-84"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	299	69700	429.0
	"Connecticut"	"09"	"85+ years"	"85+"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	174	60432	287.9
	"Delaware"	"10"	"45-49 years"	"45-49"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	17	42237	40.2
	"Delaware"	"10"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	38	38625	98.4
	"Delaware"	"10"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	53	31703	167.2
	"Delaware"	"10"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	19	4435	428.4
	"Delaware"	"10"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	71	26615	266.8
	"Delaware"	"10"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	91	25580	355.7
	"Delaware"	"10"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	116	23381	496.1
	"Delaware"	"10"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	82	18577	441.4
	"Delaware"	"10"	"80-84 years"	"80-84"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	48	11766	408.0
	"Delaware"	"10"	"85+ years"	"85+"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	28	9081	308.3
	"District of Columbia"	"11"	"40-44 years"	"40-44"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	18	27188	66.2
	"District of Columbia"	"11"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	33	20622	160.0
	"District of Columbia"	"11"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	33	16494	200.1
	"District of Columbia"	"11"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	37	14670	252.2
	"District of Columbia"	"11"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	42	13552	309.9
	"District of Columbia"	"11"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	48	12819	374.4
	"District of Columbia"	"11"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	55	10564	520.6
	"District of Columbia"	"11"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	16	4092	391.0
	"District of Columbia"	"11"	"80-84 years"	"80-84"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	25	6644	376.3
	"Florida"	"12"	"30-34 years"	"30-34"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	19	882258	2.2
	"Florida"	"12"	"35-39 years"	"35-39"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	62	1030230	6.0
	"Florida"	"12"	"40-44 years"	"40-44"	"Larynx"	"22020"	"White"	"2106-3"	21	981716	2.1
	"Florida"	"12"	"40-44 years"	"40-44"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	35	182713	19.2
	"Florida"	"12"	"40-44 years"	"40-44"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	198	981716	20.2
	"Florida"	"12"	"45-49 years"	"45-49"	"Larynx"	"22020"	"White"	"2106-3"	51	874836	5.8
	"Florida"	"12"	"45-49 years"	"45-49"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	78	147178	53.0
	"Florida"	"12"	"45-49 years"	"45-49"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	397	874836	45.4
	"Florida"	"12"	"50-54 years"	"50-54"	"Larynx"	"22020"	"White"	"2106-3"	73	808974	9.0
	"Florida"	"12"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	93	111210	83.6
	"Florida"	"12"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	697	808974	86.2
	"Florida"	"12"	"55-59 years"	"55-59"	"Larynx"	"22020"	"White"	"2106-3"	121	691240	17.5
	"Florida"	"12"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	130	82705	157.2
	"Florida"	"12"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	1067	691240	154.4
	"Florida"	"12"	"60-64 years "	"60-64"	"Nose, Nasal Cavity and Middle Ear"	"22010"	"White"	"2106-3"	20	638875	3.1
	"Florida"	"12"	"60-64 years "	"60-64"	"Larynx"	"22020"	"Black or African American"	"2054-5"	20	70071	28.5
	"Florida"	"12"	"60-64 years "	"60-64"	"Larynx"	"22020"	"White"	"2106-3"	133	638875	20.8
	"Florida"	"12"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	143	70071	204.1
	"Florida"	"12"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	1588	638875	248.6
	"Florida"	"12"	"65-69 years"	"65-69"	"Larynx"	"22020"	"Black or African American"	"2054-5"	16	58499	27.4
	"Florida"	"12"	"65-69 years"	"65-69"	"Larynx"	"22020"	"White"	"2106-3"	190	665058	28.6
	"Florida"	"12"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	173	58499	295.7
	"Florida"	"12"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	2235	665058	336.1
	"Florida"	"12"	"70-74 years"	"70-74"	"Nose, Nasal Cavity and Middle Ear"	"22010"	"White"	"2106-3"	18	678969	2.7
	"Florida"	"12"	"70-74 years"	"70-74"	"Larynx"	"22020"	"White"	"2106-3"	149	678969	21.9
	"Florida"	"12"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	157	45764	343.1
	"Florida"	"12"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	2901	678969	427.3
	"Florida"	"12"	"75-79 years"	"75-79"	"Nose, Nasal Cavity and Middle Ear"	"22010"	"White"	"2106-3"	24	576028	4.2
	"Florida"	"12"	"75-79 years"	"75-79"	"Larynx"	"22020"	"White"	"2106-3"	143	576028	24.8
	"Florida"	"12"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	119	32054	371.2
	"Florida"	"12"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	2525	576028	438.3
	"Florida"	"12"	"80-84 years"	"80-84"	"Larynx"	"22020"	"White"	"2106-3"	69	379156	18.2
	"Florida"	"12"	"80-84 years"	"80-84"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	85	19869	427.8
	"Florida"	"12"	"80-84 years"	"80-84"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	1714	379156	452.1
	"Florida"	"12"	"85+ years"	"85+"	"Larynx"	"22020"	"White"	"2106-3"	48	304061	15.8
	"Florida"	"12"	"85+ years"	"85+"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	37	17568	210.6
	"Florida"	"12"	"85+ years"	"85+"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	1081	304061	355.5
	"Georgia"	"13"	"35-39 years"	"35-39"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	20	472148	4.2
	"Georgia"	"13"	"40-44 years"	"40-44"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	40	182141	22.0
	"Georgia"	"13"	"40-44 years"	"40-44"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	68	442912	15.4
	"Georgia"	"13"	"45-49 years"	"45-49"	"Larynx"	"22020"	"White"	"2106-3"	19	395180	4.8
	"Georgia"	"13"	"45-49 years"	"45-49"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	83	150742	55.1
	"Georgia"	"13"	"45-49 years"	"45-49"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	110	395180	27.8
	"Georgia"	"13"	"50-54 years"	"50-54"	"Larynx"	"22020"	"Black or African American"	"2054-5"	17	111284	15.3
	"Georgia"	"13"	"50-54 years"	"50-54"	"Larynx"	"22020"	"White"	"2106-3"	37	365216	10.1
	"Georgia"	"13"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	95	111284	85.4
	"Georgia"	"13"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	256	365216	70.1
	"Georgia"	"13"	"55-59 years"	"55-59"	"Larynx"	"22020"	"White"	"2106-3"	39	278837	14.0
	"Georgia"	"13"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	120	76523	156.8
	"Georgia"	"13"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	447	278837	160.3
	"Georgia"	"13"	"60-64 years "	"60-64"	"Larynx"	"22020"	"Black or African American"	"2054-5"	16	58500	27.4
	"Georgia"	"13"	"60-64 years "	"60-64"	"Larynx"	"22020"	"White"	"2106-3"	51	217088	23.5
	"Georgia"	"13"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	130	58500	222.2
	"Georgia"	"13"	"60-64 years "	"60-64"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	523	217088	240.9
	"Georgia"	"13"	"65-69 years"	"65-69"	"Larynx"	"22020"	"White"	"2106-3"	43	182859	23.5
	"Georgia"	"13"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	158	47732	331.0
	"Georgia"	"13"	"65-69 years"	"65-69"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	697	182859	381.2
	"Georgia"	"13"	"70-74 years"	"70-74"	"Larynx"	"22020"	"White"	"2106-3"	47	158099	29.7
	"Georgia"	"13"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	132	37457	352.4
	"Georgia"	"13"	"70-74 years"	"70-74"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	764	158099	483.2
	"Georgia"	"13"	"75-79 years"	"75-79"	"Larynx"	"22020"	"White"	"2106-3"	26	127468	20.4
	"Georgia"	"13"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	96	29217	328.6
	"Georgia"	"13"	"75-79 years"	"75-79"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	567	127468	444.8
	"Georgia"	"13"	"80-84 years"	"80-84"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	57	19856	287.1
	"Georgia"	"13"	"80-84 years"	"80-84"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	319	83000	384.3
	"Georgia"	"13"	"85+ years"	"85+"	"Lung and Bronchus"	"22030"	"Black or African American"	"2054-5"	38	18922	200.8
	"Georgia"	"13"	"85+ years"	"85+"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	166	67197	247.0
	"Hawaii"	"15"	"45-49 years"	"45-49"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	24	61577	39.0
	"Hawaii"	"15"	"50-54 years"	"50-54"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	19	53661	35.4
	"Hawaii"	"15"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"Asian or Pacific Islander"	"A-PI"	35	40626	86.2
	"Hawaii"	"15"	"55-59 years"	"55-59"	"Lung and Bronchus"	"22030"	"White"	"2106-3"	21	16634	126.2
